# expected_volume_mL=70.23,sensor_cal_factor=0.00052587,source_duration_s=25.00
time_s,mass_g,filt_mass_g,filt_inflow_g_s,kz_flow_g_s,cum_volume_g,cum_volume_mL,zone,is_roi
0.0,0.10393820550000044,0.10654746262437745,-0.00361989190426553,0.3920019940144056,-0.0001998962832444464,-0.00020025674538614146,empty,0
0.03526711463928223,-0.010175584499997115,0.08210358889178618,-0.007716237251125719,0.3927905691852074,-0.0005587033748419814,-0.0005597108543798652,empty,0
0.07279586791992188,0.15442172550000066,0.058159948821901966,-0.011405479311872208,0.3936112776932344,-0.0005799555410743898,-0.0005810013434926766,empty,0
0.07445311546325684,0.05187707550000198,0.03523704063521829,-0.01424206660591097,0.39446447585209127,-0.0011129834713562718,-0.0011149904541737847,empty,0
0.10997414588928223,-0.09273717449999808,0.013771915371717186,-0.01576989666705454,0.3953502812936556,-0.0017036647645486314,-0.0017067368909523457,empty,0
0.14769601821899414,-0.12797046449999883,-0.005900772266455441,-0.015547811427042637,0.3962685285428784,-0.0017215221218974273,-0.0017246264495065391,empty,0
0.1489391326904297,-0.00018405449999647772,-0.023553769508852396,-0.013182217478781831,0.39721873315098327,-0.002108513874725288,-0.002112316043603775,empty,0
0.184859037399292,0.010859215500001795,-0.03905683539793618,-0.008365264674330925,0.3982000669706506,-0.0022863674988251167,-0.0022904903815118382,empty,0
0.22318601608276367,-0.04225365449999785,-0.052353598061055225,-0.0009155933640057714,0.3992113470476079,-0.0021324426961272023,-0.0021362880145533985,empty,0
0.2604238986968994,-0.02384820449999836,-0.06343247593398092,0.00918270158242437,0.4002510402003855,-0.0021142534088274775,-0.002118065927496972,empty,0
0.2616000175476074,0.0019194255000023475,-0.07230025514295621,0.021748334492331673,0.4013172846561544,-0.0010758548988492227,-0.0010777949297227237,empty,0
0.29732513427734375,-0.036469084499998417,-0.07896578281632399,0.0363843522576561,0.40240792914105133,0.0006224859043427512,0.0006236083994617824,empty,0
0.33554887771606445,-0.018063634499998926,-0.08343815763759992,0.05247878098907621,0.4035205886701862,0.0006988162193972087,0.0007000763568395198,empty,0
0.3368031978607178,-0.19948878449999796,-0.08573961932639104,0.06922908662323,0.4046527150650424,0.003488481337193198,0.0034947719266611886,empty,0
0.3728170394897461,-0.1695141944999996,-0.08592885029330263,0.08569274296283833,0.4058016790795255,0.007003551545229107,0.007016180670435892,empty,0
