# expected_volume_mL=84.28,sensor_cal_factor=0.00052587,source_duration_s=25.00
time_s,mass_g,filt_mass_g,filt_inflow_g_s,kz_flow_g_s,cum_volume_g,cum_volume_mL,zone,is_roi
0.0,0.11181749100000005,0.10966313256506877,-0.00193257218759455,0.39502011965209294,-0.00010428532687839177,-0.0001044733789605207,empty,0
0.036392927169799805,-0.08117679899999786,0.09014643718100276,-0.003798504424727615,0.39617985356049923,-0.00028518815637971936,-0.00028570242073704604,empty,0
0.0764169692993164,-0.031219148999998225,0.0715825183458136,-0.005241203704497885,0.397372257695116,-0.0002866329313834324,-0.0002871498010252779,empty,0
0.07667398452758789,0.18806864100000098,0.054713554843784006,-0.006001515362614395,0.39859606685862775,-0.0004931458190380878,-0.0004940350821860227,empty,0
0.11151504516601562,-0.18898014899999893,0.040129155379608726,-0.005853054152234606,0.3998500724667731,-0.0006900162285775073,-0.0006912604974729586,empty,0
0.14911389350891113,-0.08959071899999671,0.02821788576579105,-0.004619096895797118,0.4011331364383632,-0.0006941385784737917,-0.0006953902809795549,empty,0
0.15032482147216797,0.23276759100000177,0.019147702547932282,-0.002189483005516226,0.402444205888387,-0.0007072549684568029,-0.0007085303230382718,empty,0
0.18647480010986328,0.02294546100000261,0.012874066475954623,0.00146381784734465,0.403782326945352,-0.0005652678920359622,-0.0005662872090121841,empty,0
0.22317290306091309,0.11181749100000005,0.009169262427036909,0.006274297477593635,0.40514665597724775,-0.00022149715454990567,-0.00022189656837297704,empty,0
0.26064491271972656,-0.14428119899999814,0.007664305026165183,0.012073837069559007,0.40653646662826487,-0.00020651567963511685,-0.00020688807817583336,empty,0
0.26162195205688477,-0.2037045089999978,0.007896755996812352,0.018593249392616876,0.40795115133998816,0.0005986284074308948,0.0005997078816178069,empty,0
0.29816484451293945,0.3679161810000018,0.009360879642134884,0.0254724516481123,0.4093902164408165,0.001719517420696052,0.001722618133336057,empty,0
