# expected_volume_mL=98.33,sensor_cal_factor=0.00052587,source_duration_s=25.00
time_s,mass_g,filt_mass_g,filt_inflow_g_s,kz_flow_g_s,cum_volume_g,cum_volume_mL,zone,is_roi
0.0,0.09539281800000055,0.0950601620326733,0.004544838983181924,0.5054008909656921,1.8437622876950752e-05,1.8470870443749503e-05,empty,0
0.005579948425292969,0.25262794800000066,0.07023568057649408,0.0020636890789686524,0.506407278897797,3.62062218052274e-05,3.627151052417091e-05,empty,0
0.03535580635070801,-0.1254725819999969,0.04643675507320118,-0.0008701987706265811,0.5074565503266479,-5.640450001544084e-05,-5.6506211195592906e-05,empty,0
0.07278585433959961,0.07909084800000343,0.02440083898142953,-0.004078270536607705,0.5085490501692004,-0.00027138021172191457,-0.0002718695769604434,empty,0
0.11051011085510254,-0.0024190019999963397,0.004733627200363828,-0.007318943434627416,0.5096850771515627,-0.0002796485912152552,-0.00028015286637472975,empty,0
0.1114497184753418,-0.23327593199999797,-0.012129069192464512,-0.010280699895713395,0.5108647963474765,-0.0007086362709287661,-0.0007099141163381748,empty,0
0.14897775650024414,0.1974115980000022,-0.025944042193019337,-0.012581549360634567,0.5120881542126854,-0.0012052537859481582,-0.0012074271548268465,empty,0
0.1866598129272461,-0.06394579199999839,-0.0366660462865952,-0.013776752818623856,0.5133548009453791,-0.0012368455361369453,-0.0012390758727078193,empty,0
0.18898677825927734,-0.026609021999998816,-0.044436664827524355,-0.0133759939403577,0.5146640249252081,-0.002121033600221974,-0.0021248583452434123,empty,0
0.2619209289550781,-0.15702478199999703,-0.04955904040751329,-0.010870207753903929,0.5160147035160665,-0.0021268645714749945,-0.0021306998311711027,empty,0
0.2626218795776367,-0.18174067199999655,-0.05246031202174564,-0.005767116089925144,0.517405273691949,-0.0021888030789908373,-0.002192750029043115,empty,0
0.29905200004577637,0.08277193800000049,-0.05364300974794044,0.0023667151733258148,0.5188337248313922,-0.0018871217742357877,-0.0018905247187295008,empty,0
0.33623385429382324,0.04333168800000209,-0.05362834136659838,0.01386062533220568,0.5202976147222939,-0.0010664383049631496,-0.0010683613554028748,empty,0
0.37462282180786133,-0.11916214199999686,-0.05289764487811538,0.02889558940436052,0.5217941084357686,-0.001010691870463463,-0.0010125143963769414,empty,0
0.3760828971862793,-0.04185925199999829,-0.05184015374886048,0.04746544691431151,0.5233200383749326,0.0010386847304550285,0.001040557734376907,empty,0
0.41117095947265625,-0.007677701999998732,-0.0507139890014536,0.06934787746890289,0.5248719825810849,0.0040757369455850755,0.004083086501287393,empty,0
0.4483358860015869,-0.046066211999999496,-0.0496245672811981,0.09408859335344001,0.5264463573668334,0.004201684067805383,0.004209260737132221,empty,0
0.4495069980621338,0.027029718000001424,-0.04852250050618571,0.12100119431639789,0.5280395196022171,0.00909700393451816,0.009113408069042437,empty,0
0.48574376106262207,-0.09234277199999852,-0.047221584133184974,0.14918407949775675,0.5296478735401903,0.015114241878255061,0.015141496572084814,empty,0
0.522575855255127,0.030184938000001438,-0.04543562666428687,0.17755476474430507,0.5312679769413791,0.022646128267791988,0.02268696480443998,empty,0
0.5619628429412842,-0.10391191199999739,-0.04283049032347765,0.20490080406194056,0.53289664143085,0.022846999282234846,0.022888198038704514,empty,0
0.5628867149353027,0.058581918000001565,-0.03908537397941535,0.22994518270540565,0.5345310224584918,0.031565562717175914,0.03162248318691236,empty,0
0.5991108417510986,-0.0681527519999996,-0.033955469377321496,0.2514225796854466,0.536168694893064,0.04126054080590237,0.0413349437045706,empty,0
0.6364290714263916,-0.2821818419999964,-0.02732664095959243,0.2681614505905205,0.5378077111051047,0.041597930350785475,0.04167294164574782,empty,0
0.6376619338989258,-0.09234277199999852,-0.019252104942423354,0.2791656883231867,0.5394466393315067,0.05184130286556772,0.051934785479430694,empty,0
0.6740598678588867,0.03439189800000264,-0.00996280326413396,0.28368892458150896,0.54108458111161,0.0623861557385341,0.062498653314500205,empty,0
0.7113878726959229,0.09802216800000352,0.00015131143911441386,0.2812945466220727,0.5427211675895954,0.0727888407405263,0.07292009691497325,empty,0
0.748997688293457,-0.031867721999997656,0.01058412420655072,0.2718953500427882,0.5443565354406885,0.07318122607532435,0.07331318981699494,empty,0
0.7504849433898926,0.2410588080000018,0.02076963363507856,0.2557684458163829,0.5459912840521917,0.08199689356256604,0.08214475411998201,empty,0
0.786517858505249,-0.06867862199999664,0.030140021000620087,0.23354347685315713,0.5476264163346029,0.09021352300926065,0.09037620016956588,empty,0
0.8238909244537354,-0.040807511999997104,0.038177100441229225,0.20616513351454044,0.5492632661252241,0.09046023705850244,0.09062335910489125,empty,0
0.825186014175415,0.10696195800000297,0.044453454989917277,0.1748340283378279,0.5509034155655325,0.09626622811261637,0.0964398197882352,empty,0
0.8619599342346191,-0.040807511999997104,0.048663020464982304,0.14093274576548157,0.5525486060902401,0.10071125052141491,0.1008928576652123,empty,0
0.8979697227478027,0.16796287800000087,0.05064158657497229,0.10594581655493658,0.5542006467789355,0.10420108511049381,0.10438898528400502,empty,0
0.9373297691345215,0.14114350800000253,0.050376452318424136,0.0713829678062762,0.5558613238122445,0.10421445904058642,0.10440238333058147,empty,0
0.937572717666626,-0.09286864199999911,0.0480035878100565,0.03871384962873992,0.5575323146593368,0.10509041887531735,0.10527992273624259,empty,0
0.9740457534790039,0.14114350800000253,0.04379165954774982,0.009319433876202182,0.5592151104064075,0.10497436008996851,0.10516365466837158,empty,0
1.0113658905029297,0.009150138000002528,0.03811469574825552,-0.015539067275427589,0.5609109493088953,0.10493522302721126,0.10512444703186861,empty,0
1.012922763824463,-0.020824451999999383,0.03141730389059235,-0.03473742242471667,0.5626207641995886,0.1034494578659634,0.10363600267077079,empty,0
1.049144983291626,0.15008329800000197,0.024177224729698153,-0.04729869701267743,0.5643451457989235,0.10155274424395476,0.10173586880780881,empty,0
1.0871920585632324,-0.18489589199999656,0.016870021718892726,-0.0524048207199519,0.5660843232540427,0.09968769620045718,0.09986745762418071,empty,0
1.1238257884979248,-0.05816122199999896,0.009940404142029438,-0.049416536090966794,0.5678381624012117,0.09957557377520015,0.09975513301462649,empty,0
1.1263937950134277,0.0727804080000034,0.003783627371964901,-0.03790600345880416,0.569606181345513,0.09862302924382982,0.09880087081129015,empty,0
1.1606528759002686,0.09749629800000292,-0.001262295070883163,-0.017702291142946986,0.5713875820427111,0.09849703030822178,0.09867464466862531,empty,0
