# expected_volume_mL=126.42,sensor_cal_factor=0.00052587,source_duration_s=25.00
time_s,mass_g,filt_mass_g,filt_inflow_g_s,kz_flow_g_s,cum_volume_g,cum_volume_mL,zone,is_roi
0.0,0.059914122000002124,0.07029866500014927,-8.283764976888072e-05,0.3468576397609674,-0.00012352459105191603,-0.00012374733625717895,empty,0
0.037693023681640625,0.3212715120000027,0.06733214122992788,-0.0064714039040644315,0.34834766635459397,-0.0001352131595890261,-0.00013545698215690854,empty,0
0.03889203071594238,0.06622456200000215,0.06378194580177288,-0.013025676934859759,0.34986561760952445,-0.0007164227052752364,-0.0007177145915400084,empty,0
0.07503008842468262,-0.030009648000000055,0.05982598444651978,-0.01914038746021927,0.35141111656871626,-0.0015137787016099398,-0.001516508416760108,empty,0
0.11189603805541992,-0.22721089799999916,0.05558359573999079,-0.024116656197752898,0.35298407934209464,-0.0015503314752337131,-0.0015531271040209508,empty,0
0.11332106590270996,0.10987177200000176,0.05110495500476858,-0.027184479696939174,0.3545846863851517,-0.002564967646476466,-0.002569592913721164,empty,0
0.15040206909179688,0.2103129420000016,0.04638001115864455,-0.02754090980068717,0.35621334390111686,-0.0035321337623001564,-0.0035385030678222367,empty,0
0.18764019012451172,0.03730171200000143,0.04136702318728069,-0.024404037420146286,0.35787063704957656,-0.004308762837954453,-0.004316532596628384,empty,0
0.2250819206237793,-0.13255429799999874,0.03603480030506701,-0.017080641054823688,0.35955727713571367,-0.004324040885196522,-0.0043318381939456245,empty,0
0.22646307945251465,-0.11099362799999923,0.03041022001994438,-0.005042878592889532,0.3612740453238927,-0.004198017436648264,-0.004205587494137712,empty,0
0.2627279758453369,0.4227644220000002,0.024622776724847965,0.011993040379272143,0.36302173563767,-0.0033374373588645474,-0.0033434555789065793,empty,0
0.3001539707183838,0.0046977720000001,0.018937105410350683,0.03399532042197839,0.3648011000593969,-0.0032732310304851983,-0.003279133470732517,empty,0
0.3015120029449463,-0.04210465799999952,0.013762765096217653,0.0605625657953032,0.36661279842647143,-0.0005434608231020136,-0.0005444408165718429,empty,0
0.3375580310821533,0.17192443200000085,0.00963196436716527,0.0908976836941817,0.3684573555532982,0.003475468106434801,0.0034817352298485284,empty,0
